Internship Title,Company Name,Location,Start Date,Duration,Stipend,Payroll_Clean,Level,Internship_Title,Payroll_Level_Bucket,Skills,Skills_List
talent acquisition,Envisage Global Solutions,Work From Home,Immediately,6 Months,"₹ 3,000 /month +  Incentives",3000.0,Elite,talent acquisition,14 (Elite),"Sourcing, Interviewing, Screening, HR Software, Candidate Management, Communication","['Sourcing', 'Interviewing', 'Screening', 'HR Software', 'Candidate Management', 'Communication']"
motion graphics,Scalenow Technosolutions Private Limited,Howrah,Immediately,6 Months,"₹ 12,000 /month",12000.0,Entry,motion graphics,4-1 (Entry),"Basic Motion Graphics, Simple Editing","['Basic Motion Graphics', 'Simple Editing']"
law/legal,Advocate Manisha Singh (Tomar),Gurgaon,Immediately,3 Months,"₹ 3,000-5,000 /month",4000.0,Senior,law/legal,15 (Senior),"Legal Research, Drafting, Compliance, Contract Management, Case Analysis, Communication","['Legal Research', 'Drafting', 'Compliance', 'Contract Management', 'Case Analysis', 'Communication']"
hr,TopTrove Foundation,Work From Home,Immediately,3 Months,Unpaid,0.0,Elite,,,,
social media marketing,The Pegboard,Mumbai,Immediately,3 Months,"₹ 17,000-23,000 /month",20000.0,Entry,social media marketing,19-1 (Entry),"Social Media Posting, Communication, Basic Content","['Social Media Posting', 'Communication', 'Basic Content']"
motion graphics,Tyfno,Work From Home,Immediately,3 Months,"₹ 3,000-8,000 /month",5500.0,Elite,motion graphics,13 (Elite),"After Effects, Animation, Storyboarding, Video Editing, 3D Basics, Motion Design","['After Effects', 'Animation', 'Storyboarding', 'Video Editing', '3D Basics', 'Motion Design']"
digital marketing,Careervira,Work From Home,Immediately,3 Months,"₹ 1,000-5,000 /month",3000.0,Elite,digital marketing,40-38 (Elite),"SEO, SEM, Google Ads, Facebook Ads, Analytics, Marketing Strategy, Conversion Optimization, Campaign Management","['SEO', 'SEM', 'Google Ads', 'Facebook Ads', 'Analytics', 'Marketing Strategy', 'Conversion Optimization', 'Campaign Management']"
full stack development,Go Digital Technology Consulting,Mumbai,Immediately,3 Months,"₹ 15,000 /month",15000.0,Entry,full stack development,11-1 (Entry),"HTML, CSS, JS, Git, Basic React","['HTML', 'CSS', 'JS', 'Git', 'Basic React']"
backend development,ChangeJar Technologies Private Limited,Bangalore,Immediately,3 Months,"₹ 25,000 /month",25000.0,Entry,backend development,3-1 (Entry),"Python/Java Basics, Database Basics, Scripting","['Python/Java Basics', 'Database Basics', 'Scripting']"
human resources (hr),Slaughter & Fox,Work From Home,Immediately,3 Months,"₹ 8,000-20,000 /month",14000.0,Entry,human resources (hr),14-1 (Entry),"Documentation, Attendance Tracking, Communication","['Documentation', 'Attendance Tracking', 'Communication']"
digital marketing,Make My Business Online,Delhi,Immediately,3 Months,"₹ 7,500-15,000 /month",11250.0,Junior,digital marketing,24-15 (Junior),"Social Media, Content Creation, Basic Analytics, Posting","['Social Media', 'Content Creation', 'Basic Analytics', 'Posting']"
mechanical engineering,3D Printzkart,Mangaluru,Immediately,3 Months,"₹ 5,000-10,000 /month",7500.0,Senior,mechanical engineering,8 (Senior),"CAD, Thermodynamics, Material Science, Manufacturing Processes, Project Management, Communication","['CAD', 'Thermodynamics', 'Material Science', 'Manufacturing Processes', 'Project Management', 'Communication']"
video making/editing,Jaikrit Marketing And Branding Solutions LLP,Palghar,Immediately,3 Months,"₹ 5,000-12,000 /month",8500.0,Mid,video making/editing,20-17 (Mid),"Premiere Pro, Editing, Motion Graphics, Audio, Color Correction","['Premiere Pro', 'Editing', 'Motion Graphics', 'Audio', 'Color Correction']"
business development (sales),Bombay Powerco Private Limited,Mumbai,Immediately,3 Months,"₹ 5,000-9,000 /month",7000.0,Senior,business development (sales),43-40 (Senior),"Negotiation, CRM, Market Research, Lead Generation, Communication, Reporting, Presentation","['Negotiation', 'CRM', 'Market Research', 'Lead Generation', 'Communication', 'Reporting', 'Presentation']"
fashion design,Abkasa Designer Apparels Private Limited,Ghaziabad,Immediately,3 Months,"₹ 15,000 /month",15000.0,Entry,fashion design,3-1 (Entry),"Sketching, Basic Sewing, Fabric Knowledge","['Sketching', 'Basic Sewing', 'Fabric Knowledge']"
business development,Membrane Studios,Virar,Immediately,3 Months,"₹ 2,000 /month +  Incentives",2000.0,Elite,,,,
mechanical engineering,Brahm Works Private Limited,Bangalore,Immediately,3 Months,"₹ 8,000-10,000 /month",9000.0,Junior,mechanical engineering,4-3 (Junior),"CAD, Thermodynamics, Material Science, Manufacturing Processes","['CAD', 'Thermodynamics', 'Material Science', 'Manufacturing Processes']"
accounting & tally,Kailadevi Corporate Services,Noida,Immediately,6 Months,"₹ 2,000 /month +  Incentives",2000.0,Elite,,,,
search engine optimization (seo),GreenDumbells,Work From Home,Immediately,6 Months,"₹ 1,000-5,000 /month",3000.0,Mid,search engine optimization (seo),17-15 (Mid),"SEO, Keyword Research, Analytics, On-page, Content Optimization","['SEO', 'Keyword Research', 'Analytics', 'On-page', 'Content Optimization']"
wordpress development,M/S Build My Website,Mohali,Immediately,6 Months,"₹ 7,500 /month",7500.0,Mid,wordpress development,15-13 (Mid),"WordPress, Theme Customization, HTML/CSS, Plugins, SEO","['WordPress', 'Theme Customization', 'HTML/CSS', 'Plugins', 'SEO']"
business development,Returno Fintech Private Limited,Delhi,Immediately,6 Months,"₹ 2,500 /month",2500.0,Senior,,,,
operations,AdCortex,Work From Home,Immediately,6 Months,"₹ 6,000 /month",6000.0,Senior,operations,30-28 (Senior),"Task Coordination, Scheduling, Reporting, Basic ERP, Communication, Problem Solving","['Task Coordination', 'Scheduling', 'Reporting', 'Basic ERP', 'Communication', 'Problem Solving']"
search engine optimization (seo),Web Martini,Delhi,Immediately,6 Months,"₹ 2,000-3,500 /month",2750.0,Senior,search engine optimization (seo),19-18 (Senior),"SEO, Keyword Research, Analytics, On-page, Off-page, Content Optimization","['SEO', 'Keyword Research', 'Analytics', 'On-page', 'Off-page', 'Content Optimization']"
digital marketing,DHANDA Innovators,Work From Home,Immediately,6 Months,"₹ 4,000-12,000 /month",8000.0,Mid,digital marketing,31-25 (Mid),"SEO, Social Media, Analytics, Content Creation, Campaign Management","['SEO', 'Social Media', 'Analytics', 'Content Creation', 'Campaign Management']"
human resources (hr),Fact Wise Tech,Thane,Immediately,6 Months,"₹ 12,000-15,000 /month",13500.0,Entry,human resources (hr),14-1 (Entry),"Documentation, Attendance Tracking, Communication","['Documentation', 'Attendance Tracking', 'Communication']"
social media management,Abhinav  Anand,Work From Home,Immediately,6 Months,"₹ 5,000 /month +  Incentives",5000.0,Senior,,,,
python development,Requin Solutions Private Limited,Jaipur,Immediately,6 Months,"₹ 10,000-12,000 /month",11000.0,Entry,python development,3-1 (Entry),"Python Basics, Scripting, Data Handling","['Python Basics', 'Scripting', 'Data Handling']"
data entry,LearnAsYouGo Private Limited,Work From Home,Immediately,6 Months,"₹ 6,000-7,500 /month",6750.0,Mid,data entry,14-11 (Mid),"Data Entry, Record Keeping, Basic Spreadsheet, Communication","['Data Entry', 'Record Keeping', 'Basic Spreadsheet', 'Communication']"
video making/editing,Inva Production,Work From Home,Immediately,6 Months,"₹ 4,200 /month",4200.0,Senior,video making/editing,23-21 (Senior),"Premiere Pro, Editing, Motion Graphics, Audio, Color Correction","['Premiere Pro', 'Editing', 'Motion Graphics', 'Audio', 'Color Correction']"
mobile app development,TechLabVibe,Work From Home,Immediately,6 Months,"₹ 20,000 /month",20000.0,Entry,mobile app development,4-1 (Entry),"Basic Mobile App, Simple Layouts, Basic Programming","['Basic Mobile App', 'Simple Layouts', 'Basic Programming']"
telecalling,Regional Public Relations,Noida,Immediately,3 Months,"₹ 7,500-10,000 /month",8750.0,Senior,telecalling,19-18 (Senior),"Cold Calling, Communication, CRM, Customer Persuasion, Reporting","['Cold Calling', 'Communication', 'CRM', 'Customer Persuasion', 'Reporting']"
customer service,Vanee Internet Solutions Private Limited,Work From Home,Immediately,3 Months,"₹ 5,000-7,000 /month",6000.0,Senior,customer service,13 (Senior),"Communication, Problem Solving, CRM, Escalation Handling, Customer Engagement, Reporting","['Communication', 'Problem Solving', 'CRM', 'Escalation Handling', 'Customer Engagement', 'Reporting']"
business development (sales),Aims Studio,Jaipur,Immediately,3 Months,"₹ 8,000-11,000 /month",9500.0,Mid,business development (sales),39-34 (Mid),"CRM, Lead Generation, Communication, Customer Relationship Management, Reporting, Presentation","['CRM', 'Lead Generation', 'Communication', 'Customer Relationship Management', 'Reporting', 'Presentation']"
videography,Alippo,Nagpur,Immediately,3 Months,"₹ 12,000-17,000 /month",14500.0,Entry,videography,3-1 (Entry),"Camera Basics, Basic Editing, Communication","['Camera Basics', 'Basic Editing', 'Communication']"
mechanical engineering,Pro India,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives",1000.0,Elite,,,,
telecalling,Srestham Education Trust,Work From Home,Immediately,3 Months,"₹ 1,000-3,000 /month",2000.0,Elite,telecalling,20 (Elite),"Cold Calling, Communication, CRM, Customer Persuasion, Objection Handling, Reporting","['Cold Calling', 'Communication', 'CRM', 'Customer Persuasion', 'Objection Handling', 'Reporting']"
videography,Studeasy Foundation,Haryana,Immediately,6 Months,"₹ 10,000 lump sum",10000.0,Junior,videography,5-4 (Junior),"Camera Handling, Lighting, Basic Editing, Communication","['Camera Handling', 'Lighting', 'Basic Editing', 'Communication']"
content writing,Universal Adventures,Work From Home,Immediately,6 Months,"₹ 1,000-4,000 /month",2500.0,Elite,content writing,45-43 (Elite),"SEO Writing, Copywriting, Content Strategy, Storytelling, Editing, Keyword Research, Analytics","['SEO Writing', 'Copywriting', 'Content Strategy', 'Storytelling', 'Editing', 'Keyword Research', 'Analytics']"
field sales,Seasonify Tech LLP,Work From Home,Immediately,6 Months,"₹ 4,000 /month +  Incentives",4000.0,Elite,field sales,10 (Elite),"Negotiation, CRM, Lead Generation, Customer Management, Communication, Reporting","['Negotiation', 'CRM', 'Lead Generation', 'Customer Management', 'Communication', 'Reporting']"
talent acquisition,danamojo,Work From Home,Immediately,6 Months,"₹ 10,000-15,000 /month",12500.0,Entry,talent acquisition,4-1 (Entry),"Documentation, Candidate Communication, Basic Scheduling","['Documentation', 'Candidate Communication', 'Basic Scheduling']"
content writing,BanBanjara Travels LLP,Work From Home,Immediately,6 Months,"₹ 3,000 lump sum",3000.0,Senior,content writing,42-38 (Senior),"SEO Writing, Copywriting, Content Strategy, Storytelling, Editing, Blogging","['SEO Writing', 'Copywriting', 'Content Strategy', 'Storytelling', 'Editing', 'Blogging']"
social media marketing,Amazon Park Nursery,Indore,Immediately,3 Months,"₹ 2,500 /month +  Incentives",2500.0,Elite,social media marketing,34-32 (Elite),"Social Media Strategy, Analytics, Content Planning, Paid Ads, Campaign Management, Reporting, Communication, Creativity","['Social Media Strategy', 'Analytics', 'Content Planning', 'Paid Ads', 'Campaign Management', 'Reporting', 'Communication', 'Creativity']"
international business development,Copper Digital,Work From Home,Immediately,3 Months,"₹ 10,000-15,000 /month",12500.0,Junior,international business development,6-4 (Junior),"Communication, Lead Generation, Basic Market Research, Reporting","['Communication', 'Lead Generation', 'Basic Market Research', 'Reporting']"
mobile app development,Fusion Engineering,Pune,Immediately,3 Months,"₹ 12,000 /month",12000.0,Entry,mobile app development,4-1 (Entry),"Basic Mobile App, Simple Layouts, Basic Programming","['Basic Mobile App', 'Simple Layouts', 'Basic Programming']"
social media marketing,Fork Media Group,Mumbai,Immediately,3 Months,"₹ 6,000-7,000 /month",6500.0,Mid,social media marketing,28-25 (Mid),"Social Media Strategy, Analytics, Content Planning, Campaign Management, Reporting, Communication","['Social Media Strategy', 'Analytics', 'Content Planning', 'Campaign Management', 'Reporting', 'Communication']"
graphic design,Vipul Singhal,Work From Home,Immediately,3 Months,"₹ 5,000 lump sum",5000.0,Senior,graphic design,37-32 (Senior),"Photoshop, Illustrator, Branding, UX/UI, Typography, Motion Graphics","['Photoshop', 'Illustrator', 'Branding', 'UX/UI', 'Typography', 'Motion Graphics']"
social media marketing,ADmyBRAND India,Work From Home,Immediately,6 Months,"₹ 1,500 /month +  Incentives",1500.0,Elite,social media marketing,34-32 (Elite),"Social Media Strategy, Analytics, Content Planning, Paid Ads, Campaign Management, Reporting, Communication, Creativity","['Social Media Strategy', 'Analytics', 'Content Planning', 'Paid Ads', 'Campaign Management', 'Reporting', 'Communication', 'Creativity']"
social media marketing,Digestprompt.io,Work From Home,Immediately,6 Months,"₹ 4,000-10,000 /month",7000.0,Mid,social media marketing,28-25 (Mid),"Social Media Strategy, Analytics, Content Planning, Campaign Management, Reporting, Communication","['Social Media Strategy', 'Analytics', 'Content Planning', 'Campaign Management', 'Reporting', 'Communication']"
search engine optimization (seo),Search Digitally,Mumbai,Immediately,6 Months,"₹ 4,000-6,000 /month",5000.0,Mid,search engine optimization (seo),17-15 (Mid),"SEO, Keyword Research, Analytics, On-page, Content Optimization","['SEO', 'Keyword Research', 'Analytics', 'On-page', 'Content Optimization']"
social media marketing,Googli Study,Work From Home,Immediately,6 Months,₹ 400 /week,400.0,Elite,social media marketing,34-32 (Elite),"Social Media Strategy, Analytics, Content Planning, Paid Ads, Campaign Management, Reporting, Communication, Creativity","['Social Media Strategy', 'Analytics', 'Content Planning', 'Paid Ads', 'Campaign Management', 'Reporting', 'Communication', 'Creativity']"
customer service,Satawat Inovators,Mumbai,Immediately,6 Months,"₹ 5,000 /month",5000.0,Elite,customer service,14 (Elite),"Communication, Problem Solving, CRM, Escalation Handling, Customer Engagement, Reporting","['Communication', 'Problem Solving', 'CRM', 'Escalation Handling', 'Customer Engagement', 'Reporting']"
finance,FinCrest,Bhavnagar,Immediately,6 Months,"₹ 2,000 /month +  Incentives",2000.0,Elite,finance,12 (Elite),"Accounting, Financial Analysis, Excel, Reporting, Budget Planning, Communication","['Accounting', 'Financial Analysis', 'Excel', 'Reporting', 'Budget Planning', 'Communication']"
human resources (hr),Design Talk,Work From Home,Immediately,6 Months,"₹ 2,500 /month",2500.0,Senior,human resources (hr),26-24 (Senior),"Recruitment, Employee Engagement, HR Policies, HR Software, Communication","['Recruitment', 'Employee Engagement', 'HR Policies', 'HR Software', 'Communication']"
wordpress development,Hazyaz Technologies,Work From Home,Immediately,6 Months,"₹ 3,000 /month",3000.0,Elite,wordpress development,18 (Elite),"WordPress, PHP, HTML/CSS, Theme/Plugin Development, WooCommerce, SEO, Git","['WordPress', 'PHP', 'HTML/CSS', 'Theme/Plugin Development', 'WooCommerce', 'SEO', 'Git']"
mechanical engineering,Electromotion E-vidyut Vehicles Private Limited,Pune,Immediately,6 Months,"₹ 8,000-12,000 /month",10000.0,Junior,mechanical engineering,4-3 (Junior),"CAD, Thermodynamics, Material Science, Manufacturing Processes","['CAD', 'Thermodynamics', 'Material Science', 'Manufacturing Processes']"
business development,HappiMynd,Work From Home,Immediately,6 Months,"₹ 15,000-18,000 /month",16500.0,Entry,,,,
talent acquisition,Touchwood Automations,Pune,Immediately,6 Months,"₹ 13,000 /month",13000.0,Entry,talent acquisition,4-1 (Entry),"Documentation, Candidate Communication, Basic Scheduling","['Documentation', 'Candidate Communication', 'Basic Scheduling']"
marketing,Careers360,Work From Home,Immediately,3 Months,"₹ 15,000 lump sum +  Incentives",15000.0,Entry,marketing,24-1 (Entry),"Marketing Basics, Communication, Reporting","['Marketing Basics', 'Communication', 'Reporting']"
